"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1529",4,4,5,5,5,3,3,5,2,5,1,5
"1530",4,4,5,4,5,5,3,2,5,5,1,4
"1531",5,3,2,5,2,5,3,4,5,1,4,4
"1532",4,2,5,3,1,4,1,1,5,3,1,4
"1533",1,2,5,3,1,5,3,3,1,5,1,2
"1534",4,2,2,4,1,5,3,1,5,1,1,4
"1535",3,2,5,5,1,1,3,3,5,5,4,5
"1536",2,5,5,5,2,5,2,5,4,5,5,4
"1537",2,4,5,5,1,4,4,1,5,3,5,4
"1538",3,4,2,4,5,2,2,1,1,3,5,4
"1539",2,2,5,3,1,4,3,2,5,5,1,3
"1540",4,1,5,4,2,1,1,5,5,5,4,3
"1541",3,3,1,5,1,5,4,5,5,2,4,5
"1542",5,2,2,4,5,2,4,1,5,1,1,4
"1543",2,5,5,4,5,5,3,4,4,5,4,4
"1544",5,4,1,4,2,3,3,1,2,3,1,5
"1545",5,3,1,4,5,5,4,1,5,1,1,5
"1546",1,4,5,5,1,5,4,5,5,5,5,3
"1547",1,4,2,3,1,5,3,1,1,4,5,3
"1548",4,1,5,1,5,1,1,1,4,5,5,3
"1549",4,3,5,5,5,2,4,1,5,3,4,4
"1550",2,3,3,3,1,5,3,3,5,5,1,1
"1551",3,3,5,4,2,2,4,3,4,5,1,3
"1552",4,1,5,3,5,2,1,3,2,1,1,4
"1553",2,3,5,4,1,4,2,5,5,5,2,4
"1554",3,2,5,4,1,5,1,1,5,3,5,4
"1555",4,5,1,4,2,5,1,2,4,3,5,4
"1556",3,5,5,3,5,4,2,1,4,3,5,4
"1557",4,2,2,4,1,5,3,2,5,1,2,1
"1558",3,3,5,3,5,5,3,1,4,3,3,3
"1559",2,4,5,5,5,2,3,3,5,5,5,4
"1560",3,5,3,5,1,5,4,5,4,3,1,5
"1561",4,4,5,5,1,2,2,1,5,5,5,3
"1562",5,2,5,5,5,2,3,2,5,1,5,5
"1563",3,1,4,3,1,2,3,1,3,2,2,3
"1564",2,2,5,3,1,1,4,1,4,5,1,2
"1565",4,1,5,3,5,2,4,1,4,2,1,4
"1566",4,3,5,4,4,5,3,1,5,3,2,4
"1567",5,3,1,4,1,5,5,3,5,1,1,4
"1568",4,3,5,3,2,2,4,3,2,1,1,1
"1569",2,4,5,5,5,2,4,5,5,5,5,4
"1570",2,4,3,5,1,5,5,5,5,1,1,4
"1571",2,4,5,4,1,2,4,5,4,5,1,1
"1572",4,3,5,5,1,3,5,3,5,2,1,3
"1573",2,2,5,4,2,2,2,2,5,5,5,3
"1574",2,2,5,1,3,2,3,1,1,5,1,2
"1575",4,1,5,1,5,2,1,1,4,3,1,3
"1576",5,1,3,1,4,2,2,1,2,1,1,3
"1577",2,4,2,5,1,5,3,1,5,3,5,4
"1578",2,4,5,4,1,5,3,4,5,5,4,3
"1579",2,4,1,5,1,5,5,1,5,1,5,5
"1580",2,4,1,5,1,5,5,2,5,3,1,3
"1581",4,1,5,2,2,1,1,5,4,3,1,1
"1582",2,2,5,3,2,3,3,3,4,3,1,3
"1583",2,3,5,3,1,5,3,2,4,5,1,3
"1584",2,4,5,5,2,5,4,4,5,5,4,4
"1585",4,4,2,4,5,4,4,1,4,1,1,4
"1586",2,1,5,3,1,2,4,5,5,3,1,1
"1587",3,1,5,1,2,2,3,1,2,3,1,3
"1588",4,2,3,4,2,5,1,1,4,5,3,5
"1589",4,5,5,5,5,3,3,1,5,5,5,5
"1590",4,2,5,5,4,2,4,5,5,3,2,3
"1591",4,4,1,4,1,5,1,2,5,2,1,4
"1592",4,1,5,3,5,1,5,5,4,1,1,1
"1593",5,2,5,3,4,2,1,1,4,3,1,3
"1594",4,2,5,3,5,1,4,1,1,3,1,4
"1595",2,4,5,5,1,3,3,5,5,5,1,5
"1596",4,4,5,5,2,5,5,5,5,1,1,2
"1597",2,1,5,3,2,1,3,1,3,3,1,4
"1598",1,4,5,4,1,5,4,5,4,5,1,3
"1599",2,2,5,5,1,1,4,1,5,3,5,3
"1600",5,4,4,4,5,4,3,2,5,3,1,4
"1601",4,2,3,3,2,5,3,1,5,1,1,3
"1602",3,4,5,3,5,1,5,1,1,3,1,3
"1603",3,2,3,4,2,2,2,1,1,5,1,5
"1604",2,1,5,4,2,2,1,5,4,5,1,4
"1605",5,1,1,1,5,4,1,1,2,1,2,3
"1606",2,5,2,5,1,5,5,5,4,3,1,3
"1607",3,1,5,3,2,1,2,1,3,3,5,4
"1608",4,1,1,4,2,5,2,1,5,3,1,5
"1609",4,4,5,5,2,2,4,3,5,3,1,5
"1610",5,1,5,3,1,2,1,1,5,2,1,3
"1611",3,5,5,4,5,5,4,2,5,3,4,3
"1612",3,4,5,5,1,4,3,5,5,5,2,4
"1613",5,2,5,4,2,4,3,1,5,3,1,5
"1614",2,4,5,5,1,5,2,3,5,5,5,4
"1615",4,4,2,4,1,5,2,2,5,3,3,3
"1616",2,2,5,4,1,5,4,2,5,3,1,3
"1617",3,2,5,3,2,2,2,1,2,3,2,3
"1618",2,3,3,3,2,5,3,1,5,3,5,4
"1619",4,2,2,5,1,5,3,5,5,2,1,4
"1620",4,4,1,5,1,5,4,1,5,2,1,5
"1621",2,5,2,5,1,5,5,5,4,2,1,3
"1622",4,2,1,3,2,5,3,1,3,2,1,4
"1623",5,4,2,4,5,4,3,1,5,1,1,4
"1624",2,2,5,3,2,2,3,2,1,3,1,3
"1625",2,2,5,3,5,5,1,1,3,4,4,5
"1626",4,2,2,3,2,3,4,2,2,2,1,3
"1627",4,2,2,3,2,5,4,2,5,1,1,3
"1628",4,2,5,3,2,3,4,4,1,2,1,3
"1629",5,3,1,3,2,5,3,1,5,1,1,4
"1630",5,3,3,4,2,2,2,1,4,2,2,4
"1631",4,4,2,3,4,4,3,1,4,3,1,3
"1632",2,4,5,4,1,5,3,3,5,3,5,1
"1633",2,1,5,3,1,2,4,1,4,3,1,1
"1634",1,2,5,3,1,2,3,5,4,5,5,1
"1635",2,2,2,3,1,2,4,2,2,3,1,1
"1636",3,4,5,5,2,5,5,5,5,1,1,4
"1637",4,5,1,5,2,5,2,1,5,3,5,5
"1638",1,2,5,4,1,5,4,4,5,5,2,1
"1639",3,4,1,3,1,5,3,1,4,3,1,3
"1640",2,2,5,1,4,2,1,1,1,5,5,3
"1641",3,1,5,1,5,2,1,1,4,3,1,4
"1642",2,2,5,3,1,5,3,3,4,3,1,1
"1643",5,5,1,5,2,5,5,4,5,1,4,5
"1644",2,3,1,5,1,5,5,2,5,3,4,5
"1645",4,2,5,3,5,2,3,5,4,2,1,4
"1646",4,5,3,5,2,5,5,1,5,3,5,5
"1647",3,2,5,3,2,1,1,1,1,4,1,2
"1648",4,2,1,5,1,5,4,1,5,1,3,5
"1649",1,2,5,3,1,5,1,1,4,5,5,4
"1650",2,4,1,3,4,4,4,1,1,3,4,3
"1651",5,3,5,4,5,2,2,5,5,3,1,4
"1652",2,2,5,4,1,1,4,1,2,5,2,3
"1653",1,4,5,5,1,5,4,5,4,5,4,3
"1654",4,2,5,1,5,3,1,1,1,3,1,4
"1655",2,4,5,3,5,3,3,1,2,3,5,4
"1656",1,3,5,3,1,2,3,2,1,5,1,3
"1657",5,1,3,4,1,2,3,1,5,1,1,4
"1658",2,5,5,4,5,3,3,5,3,5,1,4
"1659",3,4,5,5,1,5,3,3,5,5,1,5
"1660",2,3,5,3,1,1,3,5,1,5,1,1
"1661",4,4,3,5,1,2,3,1,5,3,5,4
"1662",2,2,5,4,1,5,1,1,5,5,5,3
"1663",2,3,5,4,2,5,3,3,4,5,1,4
"1664",5,2,5,4,2,5,3,4,5,3,1,4
"1665",1,5,5,5,2,5,3,4,5,5,5,4
"1666",4,4,3,4,2,5,4,1,5,1,4,4
"1667",2,3,5,1,1,5,2,1,4,5,1,1
"1668",4,2,5,5,2,2,4,5,5,3,1,4
"1669",4,2,5,3,5,2,2,2,4,3,1,3
"1670",4,2,5,5,2,2,2,1,4,3,5,5
"1671",4,2,5,5,2,5,3,1,5,3,1,5
"1672",1,1,5,4,1,1,4,3,5,5,4,1
"1673",3,2,5,3,2,4,3,2,5,3,1,3
"1674",4,5,1,4,2,5,1,4,5,3,4,3
"1675",1,4,3,3,1,5,3,2,4,5,2,1
"1676",2,3,5,4,1,5,1,1,4,5,1,3
"1677",5,5,5,5,5,3,2,1,5,3,5,4
"1678",3,2,5,3,1,2,3,1,5,3,1,3
"1679",2,2,5,1,1,2,1,1,2,5,2,1
"1680",2,2,5,3,1,2,3,5,4,5,1,2
"1681",3,4,5,4,1,4,3,1,5,3,1,2
"1682",5,2,5,3,5,1,3,1,1,2,1,3
"1683",3,2,5,4,5,2,1,5,5,3,2,3
"1684",1,3,5,3,1,5,4,5,5,5,1,1
"1685",4,2,1,3,5,5,3,1,2,1,1,3
"1686",4,4,1,5,1,5,4,5,5,1,1,5
"1687",2,4,2,4,1,5,4,1,1,3,2,3
"1688",5,2,5,4,5,1,4,1,4,2,1,4
"1689",1,2,5,4,1,5,4,3,5,5,3,3
"1690",2,1,5,3,2,1,1,5,2,5,1,4
"1691",2,4,1,5,1,5,4,5,5,3,4,5
"1692",3,5,5,5,1,5,3,5,5,5,1,4
"1693",3,4,5,5,2,4,4,5,5,3,1,5
"1694",3,3,2,4,1,4,5,5,4,1,1,3
"1695",4,4,2,1,5,3,3,1,1,2,1,4
"1696",2,3,5,3,1,1,3,1,1,5,1,2
"1697",3,1,5,1,2,2,1,1,2,3,1,1
"1698",3,5,5,3,2,4,3,5,2,3,4,2
"1699",5,4,1,3,5,5,3,1,4,1,1,4
"1700",2,2,5,3,2,2,3,2,4,5,3,3
"1701",5,1,3,3,5,2,1,1,4,3,1,5
"1702",5,2,1,3,5,5,1,1,5,2,1,5
"1703",1,4,5,4,2,4,4,5,4,5,4,1
"1704",2,2,5,3,5,2,3,1,2,5,4,3
"1705",2,4,1,5,1,5,4,1,5,4,2,4
"1706",3,2,5,3,1,2,3,1,1,3,1,1
"1707",4,4,5,4,4,2,4,4,5,3,2,3
"1708",2,2,1,4,1,5,5,3,4,2,1,4
"1709",5,5,2,3,5,4,3,1,4,1,1,4
"1710",4,3,2,4,1,5,4,3,5,2,1,4
"1711",1,4,5,3,1,5,2,5,5,5,4,1
"1712",3,4,3,3,2,5,4,1,4,3,2,4
"1713",4,1,3,4,2,5,3,3,5,3,1,5
"1714",5,2,5,4,5,4,3,1,5,2,5,4
"1715",4,1,5,3,2,2,3,4,4,3,1,3
"1716",4,4,5,5,5,3,4,5,4,3,5,5
"1717",2,3,5,5,2,5,4,5,5,3,2,4
"1718",3,4,1,3,1,5,1,1,5,3,5,3
"1719",2,2,5,3,1,2,5,1,4,2,1,1
"1720",5,2,2,4,4,5,1,1,5,3,1,5
"1721",4,4,3,4,5,5,3,3,4,5,1,4
"1722",5,3,2,5,2,5,3,2,5,2,3,5
"1723",2,2,5,3,2,5,1,2,5,5,5,3
"1724",5,2,5,3,5,1,3,3,1,3,1,3
"1725",3,2,5,3,1,1,1,1,4,5,2,3
"1726",5,4,1,4,5,5,1,1,4,1,1,5
"1727",1,4,5,3,1,5,3,1,2,5,5,3
"1728",2,3,5,4,1,4,2,1,4,5,5,3
"1729",5,2,1,3,1,5,2,1,4,1,1,4
"1730",5,4,2,3,5,5,1,1,5,2,5,4
"1731",1,4,5,3,1,3,2,1,4,5,5,1
"1732",4,5,5,5,5,5,4,5,5,5,4,3
"1733",2,2,5,5,1,5,4,2,5,3,5,4
"1734",1,3,5,4,2,3,4,3,4,3,3,3
"1735",2,3,5,3,1,2,4,5,4,3,1,1
"1736",3,1,5,3,2,1,3,1,1,3,1,3
"1737",2,4,1,5,1,5,2,5,5,5,1,4
"1738",1,3,5,4,1,5,4,3,4,5,1,3
"1739",4,1,5,3,1,2,2,1,4,5,1,3
"1740",2,5,5,5,1,5,4,3,4,5,5,2
"1741",3,4,5,4,5,2,3,1,5,3,5,3
"1742",4,1,5,5,2,2,4,2,5,3,1,5
"1743",2,5,2,4,1,4,4,1,2,3,5,3
"1744",2,2,5,3,1,2,3,1,4,3,3,3
"1745",2,4,5,5,2,2,5,5,5,3,1,1
"1746",3,4,5,4,2,2,4,1,5,3,3,1
"1747",1,3,5,3,1,2,4,5,1,5,1,1
"1748",5,2,5,3,2,5,3,5,5,1,1,3
"1749",1,2,5,4,1,4,4,1,4,3,5,3
"1750",4,1,5,1,5,5,1,2,2,3,1,4
"1751",5,4,1,4,2,5,3,1,2,1,1,5
"1752",2,4,3,4,1,4,4,4,2,3,1,2
"1753",2,2,3,3,1,4,4,1,2,3,1,3
"1754",4,5,5,5,2,2,5,5,5,2,1,3
"1755",3,2,5,3,4,1,3,4,3,5,1,3
"1756",5,5,2,5,2,5,3,1,5,3,2,4
"1757",4,2,5,3,1,5,3,2,5,3,1,3
"1758",1,4,5,5,1,5,4,5,5,5,1,3
"1759",4,4,5,4,5,2,3,5,4,3,1,4
"1760",2,4,5,5,2,5,5,5,5,3,1,4
"1761",2,4,2,5,1,5,5,5,5,1,1,4
"1762",3,2,5,3,4,2,4,3,1,5,1,4
"1763",4,2,5,3,5,3,2,1,4,3,1,3
"1764",3,1,5,3,2,2,3,1,5,1,1,1
"1765",2,5,1,4,2,5,1,2,4,5,5,3
"1766",2,3,3,5,1,2,4,1,4,3,5,4
"1767",5,3,2,4,2,2,4,1,4,1,1,4
"1768",2,4,3,5,1,5,4,3,5,3,5,3
"1769",2,1,5,4,1,4,4,1,5,3,1,3
"1770",5,2,3,5,5,4,4,1,5,1,2,5
"1771",4,2,5,4,5,1,3,1,5,3,5,3
"1772",1,3,5,3,5,2,4,1,2,5,5,1
"1773",4,2,2,4,2,5,3,1,5,1,1,5
"1774",5,2,5,5,2,5,1,5,5,3,2,4
"1775",5,4,2,4,5,5,1,2,5,3,1,4
"1776",4,2,1,3,1,5,1,2,1,3,1,5
"1777",2,1,5,5,1,4,3,1,5,3,5,5
"1778",1,4,5,3,1,5,3,5,1,5,4,1
"1779",5,2,5,3,5,2,4,1,5,1,1,3
"1780",4,3,5,4,2,3,1,1,4,3,1,4
"1781",4,1,3,4,1,3,4,1,4,3,1,5
"1782",3,4,5,4,1,5,3,5,5,3,1,3
"1783",5,2,3,5,5,5,1,5,5,3,1,5
"1784",3,3,3,4,2,4,4,2,3,3,1,4
"1785",4,4,5,4,5,2,5,5,5,1,1,3
"1786",3,2,3,3,1,3,4,3,4,3,1,2
"1787",4,2,2,3,2,5,1,1,1,3,1,4
"1788",4,2,5,3,2,5,4,5,5,3,1,1
"1789",4,5,2,5,2,5,4,2,5,3,3,5
"1790",5,2,1,4,1,5,2,1,5,1,1,3
"1791",5,2,1,3,2,5,3,1,4,1,1,3
"1792",5,4,2,4,3,5,1,1,5,3,5,4
"1793",4,4,5,4,4,5,1,1,5,3,5,4
"1794",4,2,5,5,4,4,3,5,5,3,1,5
"1795",4,5,2,5,2,5,3,5,5,3,5,4
"1796",2,2,5,3,1,3,3,2,5,3,1,3
"1797",3,1,5,3,2,1,3,1,3,3,1,4
"1798",2,2,5,3,2,3,4,2,4,3,1,2
"1799",4,1,5,1,2,1,3,1,2,3,1,1
"1800",2,2,5,1,2,2,1,1,1,5,1,3
"1801",4,3,2,4,2,5,4,5,5,3,1,4
"1802",4,3,2,5,1,5,4,1,5,3,2,4
"1803",4,4,1,4,1,5,3,2,4,1,1,3
"1804",2,1,5,3,2,1,3,1,3,3,3,1
"1805",4,1,4,3,2,2,1,1,4,3,4,4
"1806",4,4,5,5,2,5,3,5,5,3,1,5
"1807",2,2,5,1,3,1,3,1,1,3,1,3
"1808",5,3,5,3,2,4,1,5,4,3,1,2
"1809",2,2,5,3,2,1,1,3,1,5,1,1
"1810",5,3,3,3,5,5,2,1,5,2,1,4
"1811",4,1,5,1,5,1,1,1,1,5,1,3
"1812",2,4,5,4,2,5,3,2,5,5,5,4
"1813",1,3,5,4,5,2,4,3,3,5,3,4
"1814",4,2,5,5,5,2,4,5,5,3,1,4
"1815",5,2,1,3,5,3,1,1,1,3,3,5
"1816",4,2,5,3,1,2,1,1,4,3,1,3
"1817",4,4,5,3,5,2,3,1,2,3,1,3
"1818",5,4,1,5,2,5,1,1,5,2,2,5
"1819",2,2,5,5,2,1,5,5,5,5,3,4
"1820",2,2,5,4,2,2,3,5,4,5,2,3
"1821",4,4,1,4,2,5,4,1,4,3,1,3
"1822",1,4,5,3,1,5,4,5,1,3,3,1
"1823",3,4,3,3,2,3,4,3,1,3,1,3
"1824",3,5,2,4,2,5,1,1,5,5,5,3
"1825",2,4,5,5,5,2,5,2,5,3,5,4
"1826",5,1,5,4,5,2,4,1,5,1,1,5
"1827",2,4,5,4,2,3,4,2,5,5,3,3
"1828",5,3,1,5,2,3,2,1,5,1,1,5
"1829",3,3,1,3,1,5,3,1,5,3,1,1
"1830",5,2,3,3,1,5,1,4,5,1,1,1
"1831",2,3,2,3,1,2,4,1,3,3,2,1
"1832",2,3,2,4,1,5,3,4,4,3,3,3
"1833",5,3,2,3,5,1,4,1,4,1,2,4
"1834",4,2,1,1,5,5,1,1,1,3,1,5
"1835",4,3,1,4,2,5,4,1,5,2,1,5
"1836",1,2,5,4,2,2,4,5,4,5,5,3
"1837",2,2,5,4,1,5,3,5,5,5,1,3
"1838",1,5,2,3,1,5,4,2,3,5,1,1
"1839",2,5,2,4,2,5,4,1,4,3,1,3
"1840",3,2,2,3,1,5,5,3,5,1,1,1
"1841",2,3,5,4,1,5,3,1,5,5,4,3
"1842",4,3,2,5,4,5,4,5,5,1,1,4
"1843",2,2,5,1,2,5,4,5,2,3,1,1
"1844",5,1,5,3,5,2,3,1,4,1,1,4
"1845",2,5,5,5,1,5,4,3,5,5,5,4
"1846",4,3,5,3,5,5,2,4,5,1,1,3
"1847",1,4,5,4,1,2,4,5,5,5,5,1
"1848",5,2,5,4,5,2,2,1,5,2,2,4
"1849",4,2,2,4,1,5,3,2,5,1,1,4
"1850",2,4,5,5,2,5,3,4,5,5,4,4
"1851",2,3,5,1,5,1,2,1,1,5,2,1
"1852",1,1,5,1,2,2,1,5,1,5,1,1
"1853",3,5,2,4,1,5,4,3,2,3,1,4
"1854",2,2,5,4,1,2,3,2,4,5,5,3
"1855",2,2,5,3,1,2,4,3,1,3,1,1
"1856",4,3,5,3,5,5,1,5,4,5,1,3
"1857",4,2,2,4,2,5,3,1,5,2,1,4
"1858",4,2,5,4,1,2,4,4,5,3,1,3
"1859",1,4,5,3,2,5,4,5,4,5,3,1
"1860",5,3,1,5,1,4,3,3,4,1,1,5
"1861",5,1,1,3,5,1,4,1,1,1,1,5
"1862",3,2,5,4,1,4,4,5,5,2,1,3
"1863",4,2,1,3,2,5,4,1,5,1,1,3
"1864",1,4,5,4,1,5,4,5,2,5,1,1
"1865",5,3,2,4,5,4,4,1,5,1,1,4
"1866",2,4,1,5,1,5,3,1,3,3,5,5
"1867",2,4,5,4,2,3,1,2,4,5,5,3
"1868",2,2,5,1,2,5,1,1,4,5,1,3
"1869",2,2,5,4,1,2,1,1,5,5,5,3
"1870",2,4,5,4,1,2,4,1,5,5,3,1
"1871",1,5,2,5,1,5,5,4,5,5,1,3
"1872",2,2,5,3,2,2,4,2,2,3,1,3
"1873",5,3,5,5,5,2,4,1,5,1,1,4
"1874",4,5,2,5,2,2,4,1,5,2,5,4
"1875",4,2,5,5,5,2,4,1,5,2,2,5
"1876",4,2,5,1,5,1,3,1,1,2,1,2
"1877",5,3,5,5,5,1,4,1,5,1,1,5
"1878",2,2,5,3,5,1,3,2,1,3,4,1
"1879",5,2,2,3,5,5,1,1,5,1,1,4
"1880",3,1,5,1,1,2,1,1,2,5,4,2
"1881",2,2,3,4,1,2,4,3,2,5,1,4
"1882",2,4,5,5,1,5,4,5,5,3,4,3
"1883",3,1,5,1,2,2,3,1,2,3,1,2
"1884",4,3,1,3,1,5,2,3,4,3,1,3
"1885",2,1,5,1,2,1,3,3,1,3,1,1
"1886",1,2,5,4,1,2,2,5,5,5,5,2
"1887",5,4,1,4,2,5,3,1,4,1,1,4
"1888",4,2,5,4,2,2,2,1,4,1,4,4
"1889",2,4,5,4,1,2,4,1,4,3,5,2
"1890",4,4,3,4,1,4,5,2,5,1,1,3
"1891",4,5,2,5,5,5,3,1,4,3,4,5
"1892",5,1,5,3,5,2,1,2,4,3,1,4
"1893",2,4,5,3,5,2,1,5,4,5,5,3
"1894",3,3,1,5,1,5,3,1,5,3,3,5
"1895",5,1,3,3,1,4,2,1,5,2,1,4
"1896",4,2,5,4,4,2,4,5,5,3,1,3
"1897",1,5,4,5,1,5,2,3,5,5,5,2
"1898",4,5,1,5,2,5,4,1,5,1,5,4
"1899",1,3,5,4,1,2,4,5,4,5,1,1
"1900",4,3,1,3,4,5,3,1,4,3,1,4
"1901",5,1,5,4,5,2,3,1,5,1,1,5
"1902",2,4,2,5,1,5,4,3,5,3,2,4
"1903",2,4,5,5,1,5,4,5,5,4,5,4
"1904",2,5,5,4,2,5,3,5,3,5,5,3
"1905",3,4,5,4,5,5,1,3,4,5,1,4
"1906",4,2,5,4,5,5,4,4,5,1,1,5
"1907",2,5,5,5,2,2,3,5,4,5,5,4
"1908",4,4,3,4,1,5,1,4,5,3,1,4
"1909",4,1,2,3,2,3,4,1,4,1,1,4
"1910",2,5,5,4,1,3,4,1,4,5,5,3
"1911",4,2,5,3,5,1,2,1,4,3,4,4
"1912",4,1,5,3,2,5,1,1,5,3,1,4
"1913",1,2,2,1,1,5,3,1,1,3,1,3
"1914",4,1,5,1,5,1,1,1,1,5,1,3
"1915",5,2,5,3,5,4,4,1,5,1,1,4
"1916",5,2,5,3,5,2,1,1,4,3,1,5
"1917",2,5,3,5,1,5,1,5,5,5,2,4
"1918",3,5,3,5,1,5,4,4,5,2,3,4
"1919",2,5,5,5,1,2,4,5,4,3,5,3
"1920",1,5,5,4,1,5,3,5,4,5,5,1
"1921",4,5,5,5,5,3,3,1,5,5,5,5
"1922",3,3,2,1,2,5,3,1,4,1,1,3
"1923",2,3,2,3,1,5,3,1,4,3,4,1
"1924",2,4,5,3,3,3,4,1,3,3,2,4
"1925",3,1,5,3,2,1,1,1,1,5,1,5
"1926",4,3,2,5,1,5,2,1,5,3,5,5
"1927",2,2,5,3,1,2,3,1,4,3,1,2
"1928",5,4,2,3,5,4,1,1,3,2,1,3
"1929",2,5,3,4,2,5,4,5,2,3,1,3
"1930",2,4,4,5,2,5,4,2,5,5,1,4
"1931",1,4,5,4,1,4,3,3,4,5,5,2
"1932",2,2,5,3,1,3,3,3,1,5,1,1
"1933",4,1,5,1,5,1,1,1,1,3,1,4
"1934",2,2,5,3,2,5,2,5,5,5,2,3
"1935",4,2,1,4,1,5,3,1,5,3,3,4
"1936",1,5,5,5,1,5,4,5,5,5,1,3
"1937",5,4,2,5,2,5,4,2,5,1,4,5
"1938",2,3,5,4,1,2,3,1,5,3,5,3
"1939",3,1,2,4,1,4,4,2,4,2,1,4
"1940",5,2,2,4,4,4,4,1,5,1,1,3
"1941",4,3,5,3,5,2,1,1,1,5,5,5
"1942",2,4,5,3,5,2,4,1,2,3,1,3
"1943",1,3,5,3,1,5,2,5,3,3,1,2
"1944",2,4,5,3,1,2,5,5,5,5,1,1
"1945",4,1,5,3,5,3,1,1,5,3,3,4
"1946",4,5,5,4,5,3,4,2,2,3,1,4
"1947",1,4,5,4,1,5,4,2,5,5,3,3
"1948",2,4,5,3,2,1,3,1,1,3,1,3
"1949",4,2,5,4,2,2,4,2,5,1,2,4
"1950",4,2,5,4,2,2,4,5,4,3,1,3
"1951",4,2,5,3,5,2,2,1,5,3,1,3
"1952",4,2,1,3,2,4,1,1,2,1,1,3
"1953",3,4,5,5,1,3,4,1,5,5,5,3
"1954",4,2,5,3,2,2,1,1,4,3,5,3
"1955",4,4,2,4,2,5,3,2,4,1,5,1
"1956",4,3,5,5,5,3,4,5,5,5,1,4
"1957",4,4,3,4,4,5,3,3,5,3,1,4
"1958",3,2,5,3,1,2,1,1,4,4,5,3
"1959",3,2,5,4,4,2,3,5,5,5,1,3
"1960",2,3,5,4,2,1,5,2,5,3,4,1
"1961",4,4,1,5,1,5,5,2,5,1,1,3
"1962",4,5,5,4,5,1,1,1,2,3,5,4
"1963",4,3,3,5,1,5,4,1,5,3,3,4
"1964",4,2,5,3,2,5,2,1,5,3,1,3
"1965",3,1,5,4,2,2,1,1,4,5,2,5
"1966",3,3,3,3,2,2,3,1,1,3,3,4
"1967",4,2,3,5,2,3,4,4,5,3,3,4
"1968",4,2,2,3,5,5,2,3,5,2,1,3
"1969",2,1,5,3,1,2,3,1,2,3,1,3
"1970",4,4,1,5,1,4,5,5,5,1,1,4
"1971",4,4,4,5,5,4,5,5,5,1,1,4
"1972",4,1,5,3,1,1,3,1,4,3,1,3
"1973",4,4,5,5,1,5,4,1,5,2,5,5
"1974",4,5,5,4,5,5,3,5,2,2,1,5
"1975",4,3,1,4,1,5,3,1,5,2,1,4
"1976",4,5,2,5,1,5,3,3,5,5,1,3
"1977",5,1,4,5,2,5,4,1,5,1,1,5
"1978",2,3,5,4,1,3,5,4,5,2,1,1
"1979",3,2,5,3,5,2,1,1,4,5,5,4
"1980",3,4,5,3,5,5,1,5,4,5,5,1
"1981",2,4,5,4,5,5,3,5,5,5,1,3
"1982",2,4,5,5,1,5,4,2,5,3,5,3
"1983",2,1,4,1,2,2,1,1,1,3,1,3
"1984",1,4,3,5,1,5,5,5,5,5,2,1
"1985",2,2,5,4,1,5,4,1,5,1,2,1
"1986",5,2,3,3,5,5,1,1,5,3,5,5
"1987",5,5,2,4,5,5,4,1,5,1,1,2
"1988",4,2,5,3,5,2,1,1,4,5,4,5
"1989",4,5,1,4,1,5,3,1,4,1,4,4
"1990",4,3,1,4,5,5,1,1,5,3,5,5
"1991",2,2,5,3,5,2,3,1,4,5,5,3
"1992",2,4,5,4,2,4,2,5,4,5,5,3
"1993",2,2,5,4,2,2,5,3,5,3,1,2
"1994",2,4,5,4,1,4,4,5,5,3,2,3
"1995",2,3,5,4,1,2,4,5,5,5,4,3
"1996",4,1,5,3,5,1,3,1,5,3,1,3
"1997",4,4,2,4,2,5,3,1,5,3,1,4
"1998",4,3,3,5,1,2,4,3,2,3,1,5
"1999",2,4,5,4,1,1,5,2,4,3,4,1
"2000",1,2,5,3,1,1,4,2,5,5,5,1
"2001",1,-0.235772465484431,-0.385141808786659,-0.00667476320814491,0.529934245610558,-0.029070766607373,-0.25810863886801,-0.374949588748621,0.248126589835232,-0.66706069782088,-0.308577668391512,0.506694957181773
"2002",-0.235772465484431,1,-0.20347463952462,0.531970413889513,-0.15359308958868,0.47194114989601,0.330104296382109,0.261971562694354,0.192114258765868,0.171871297238591,0.393405950077232,0.0172971242143699
"2003",-0.385141808786659,-0.20347463952462,1,-0.153330441433477,0.208036228874995,-0.62960738481958,-0.0817748194990342,0.381974635030321,-0.104103737496153,0.604200406833898,0.145774572628418,-0.372982760169499
"2004",-0.00667476320814491,0.531970413889513,-0.153330441433477,1,-0.263415335241209,0.297788504009764,0.480451531965808,0.322519649386387,0.656488617125228,-0.0317590366797076,0.381769972235583,0.510778095351826
"2005",0.529934245610558,-0.15359308958868,0.208036228874995,-0.263415335241209,1,-0.359574816454028,-0.303622905839804,-0.201613705011453,-0.158248470498888,-0.162397200811318,-0.0168759889339731,0.284546654742641
"2006",-0.029070766607373,0.47194114989601,-0.62960738481958,0.297788504009764,-0.359574816454028,1,-0.0045068091971072,0.0771766338824843,0.420857263507835,-0.156058535004423,0.0251674117698383,0.208015920699395
"2007",-0.25810863886801,0.330104296382109,-0.0817748194990342,0.480451531965808,-0.303622905839804,-0.0045068091971072,1,0.314133013408187,0.240809507383525,-0.223376256644012,-0.129819901351011,-0.125253854416093
